97.24137931;69.71153846;42.5170068;25.0755287;38.77995643;53.04878049;77.04280156;90.83665339
0.689655172;5.288461538;5.102040816;6.344410876;7.407407407;8.536585366;5.447470817;2.19123506
2.068965517;4.807692308;13.60544218;14.50151057;9.586056645;10.36585366;3.307392996;1.593625498
0;4.326923077;10.20408163;16.01208459;10.23965142;4.471544715;1.945525292;0.796812749
0;4.807692308;9.523809524;11.78247734;8.061002179;4.674796748;2.723735409;1.992031873
0;4.807692308;7.142857143;8.761329305;8.71459695;4.268292683;1.945525292;1.593625498
0;0.480769231;1.700680272;4.833836858;3.267973856;4.674796748;2.140077821;0.199203187
0;1.923076923;1.020408163;2.416918429;2.832244009;3.048780488;1.361867704;0.199203187
0;0.480769231;0.680272109;2.416918429;2.614379085;1.219512195;0.972762646;0.398406375
0;0.480769231;1.020408163;2.114803625;1.74291939;1.422764228;0.778210117;0
0;0;1.700680272;1.812688822;2.396514161;2.235772358;0.778210117;0.199203187
0;2.403846154;3.401360544;1.812688822;3.050108932;1.219512195;0.583657588;0
0;0;0.340136054;1.812688822;1.089324619;0.406504065;0.583657588;0
0;0.480769231;1.700680272;0.302114804;0.217864924;0.406504065;0.194552529;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0.194552529;0
0;0;0;0;0;0;0;0
