97.33333333;88.0952381;48.07692308;26.71755725;29.33333333;37.33333333;62.83783784;90.625
0;3.571428571;4.807692308;7.633587786;10.66666667;12.66666667;11.48648649;4.6875
1.333333333;4.761904762;10.57692308;7.633587786;2;8;2.027027027;0.78125
0;1.19047619;9.615384615;12.21374046;12.66666667;10;6.081081081;0.78125
1.333333333;0;14.42307692;22.90076336;6.666666667;8;3.378378378;0
0;0;7.692307692;8.396946565;10;4;2.702702703;0
0;1.19047619;1.923076923;10.6870229;12.66666667;8;5.405405405;3.125
0;0;1.923076923;2.290076336;9.333333333;8.666666667;4.72972973;0
0;1.19047619;0;0.763358779;6;3.333333333;1.351351351;0
0;0;0;0.763358779;0.666666667;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0.961538462;0;0;0;0;0
